Name,Street,District,Region,Status,Working hour,Price range,Rate Average,Review count,Rate Quality,Rate Price,Rate Location,Rate Service,Rate Space,Category
Cơm Gà Xối Mỡ 142 -  Lê Văn Duyệt,"26/16A Lê Văn Duyệt, P. 1",Quận Bình Thạnh,TP. HCM,Đang mở cửa,10:00 - 23:00,20.000đ - 35.000đ,5.1,3,6.3,6.3,5.7,4.0,3.3,Đồ ăn
Cơm Tấm Huyền - Đinh Tiên Hoàng,"Hẻm 95 Đinh Tiên Hoàng, P. 3",Quận Bình Thạnh,TP. HCM,Đang mở cửa,00:01 - 04:00 | 16:00 - 23:59,30.000đ - 45.000đ,6.0,68,6.5,6.4,6.1,5.6,5.2,Đồ ăn
Wow Chicken - Gà Rán & Cơm Gà - Nguyễn Hữu Cảnh,"135/1/138 Nguyễn Hữu Cảnh, P. 22",Quận Bình Thạnh,TP. HCM,Đang mở cửa,09:30 - 21:30,10.000đ - 60.000đ,9.2,1,10.0,10.0,9.0,9.0,8.0,Đồ ăn
Cơm Trộn 2 Cô - Xô Viết Nghệ Tĩnh,"294/63 Xô Viết Nghệ Tĩnh, P. 21",Quận Bình Thạnh,TP. HCM,Đang mở cửa,11:00 - 22:00,30.000đ - 50.000đ,6.5,282,6.7,6.7,6.3,6.3,6.2,Đồ ăn
Cơm Gà Nha Trang,313 Bùi Đình Túy,Quận Bình Thạnh,TP. HCM,,08:00 - 21:00,20.000đ - 40.000đ,6.7,38,7.5,7.3,6.7,6.7,5.6,Đồ ăn
Cơm Tấm Phúc Lộc Thọ - Nơ Trang Long,"478 Nơ Trang Long, P. 13",Quận Bình Thạnh,TP. HCM,Đang mở cửa,06:00 - 22:00,32.000đ - 139.000đ,7.4,13,7.7,7.7,7.7,7.2,6.9,Đồ ăn
"3 Râu - Gà Rán, Pizza & Trà Sữa - Xô Viết Nghệ Tĩnh","551 Xô Viết Nghệ Tĩnh, P. 26",Quận Bình Thạnh,TP. HCM,Đang mở cửa,10:00 - 22:00,20.000đ - 35.000đ,7.4,64,7.8,7.6,7.4,7.3,7.2,Đồ ăn
Nem Nướng D'ran Since 1968 - Healthy & Fresh - Nguyên Hồng,"112 Nguyên Hồng, P. 11",Quận Bình Thạnh,TP. HCM,Đang mở cửa,10:00 - 21:30,40.000đ - 70.000đ,8.0,83,8.3,8.1,8.0,7.9,7.7,Đồ ăn
Tré Trộn Cóc Giang Hoàng - Nguyên Hồng,"118 Nguyên Hồng, P. 11",Quận Bình Thạnh,TP. HCM,Đang mở cửa,11:00 - 22:00,10.000đ - 50.000đ,10.0,1,10.0,10.0,10.0,10.0,10.0,Đồ ăn
"Hamburger Bò, Burger Và Sandwich GuChi - Nguyễn Gia Trí","69/52 Nguyễn Gia Trí, P. 25",Quận Bình Thạnh,TP. HCM,Đang mở cửa,00:01 - 23:59,10.000đ - 45.000đ,3.4,12,4.7,4.1,3.1,2.5,2.5,Đồ ăn
Gà Rán Popeyes - Nguyễn Gia Trí, 67-69 Nguyễn Gia Trí (Đường D2),Quận Bình Thạnh,TP. HCM,,10:00 - 21:00,40.000đ - 88.000đ,6.9,192,7.2,6.9,6.9,6.8,6.8,Đồ ăn
Cháo Trắng Hàng Xanh,"283 Xô Viết Nghệ Tĩnh, P. 25",Quận Bình Thạnh,TP. HCM,Đang mở cửa,13:00 - 23:59,15.000đ - 33.000đ,6.5,53,7.0,6.5,6.5,6.2,6.1,Đồ ăn
Ngọc Trâm - Nem Nướng & Bún Cá Nha Trang,"468 Lê Quang Định, P. 11",Quận Bình Thạnh,TP. HCM,Đang mở cửa,07:00 - 22:00,25.000đ - 55.000đ,6.7,21,7.4,6.8,6.6,6.5,6.1,Đồ ăn
Cơm Tấm Tài,"1 Nguyễn An Ninh, P. 14",Quận Bình Thạnh,TP. HCM,,06:00 - 10:00 | 16:00 - 21:00,25.000đ - 50.000đ,6.6,135,6.8,6.7,6.7,6.4,6.4,Đồ ăn
Cô Hai Quán - Bún Cá Nha Trang & Nem Nướng Nha Trang - Nguyễn Gia Trí,"163 Nguyễn Gia Trí, P. 25",Quận Bình Thạnh,TP. HCM,Đang mở cửa,08:00 - 22:00,30.000đ - 120.000đ,8.4,3,9.3,9.0,9.0,7.3,7.3,Đồ ăn
Chè Mỹ - Nguyễn Văn Đậu,"168A Nguyễn Văn Đậu, P. 7",Quận Bình Thạnh,TP. HCM,Đang mở cửa,09:30 - 22:30,16.000đ - 33.000đ,6.1,59,6.5,6.3,6.2,6.2,5.5,Đồ ăn
Đạt Quán - Cháo Ếch Singapore,"660 Điện Biên Phủ, P. 22",Quận Bình Thạnh,TP. HCM,Đang mở cửa,00:01 - 02:00 | 16:00 - 23:59,15.000đ - 25.000đ,7.7,18,8.4,8.1,7.6,7.5,7.2,Đồ ăn
Gặm - Chân Gà Muối Sả Ớt,"8/10 Nguyễn Thiện Thuật, P. 24",Quận Bình Thạnh,TP. HCM,Đang mở cửa,11:00 - 22:00,45.000đ - 140.000đ,7.4,65,7.7,7.5,7.5,7.4,6.9,Đồ ăn
Kim Hương - Bún Bò Huế - Phan Văn Trị,"118 Phan Văn Trị, P. 12",Quận Bình Thạnh,TP. HCM,Đang mở cửa,06:15 - 22:00,10.000đ - 35.000đ,6.6,14,7.1,6.7,6.6,6.5,6.3,Đồ ăn
Kimbap FC - Món Ăn Hàn Quốc,"71/5 Điện Biên Phủ, P.15 ",Quận Bình Thạnh,TP. HCM,Đang mở cửa,09:00 - 21:35,25.000đ - 50.000đ,6.3,337,6.9,6.4,6.1,6.0,5.9,Đồ ăn
Busan Korean Food - Món Hàn Quốc - Nguyễn Gia Trí,"92 Nguyễn Gia Trí, P. 25",Quận Bình Thạnh,TP. HCM,Đang mở cửa,09:30 - 22:00,40.000đ - 150.000đ,6.1,11,6.8,6.2,5.9,5.9,5.6,Đồ ăn
Cơm Gà Xối Mỡ Thanh Được - Bạch Đằng,7 Bạch Đằng,Quận Bình Thạnh,TP. HCM,Đang mở cửa,11:00 - 23:00,35.000đ - 40.000đ,6.9,9,7.4,7.3,6.7,6.6,6.3,Đồ ăn
Hanuri - Quán Ăn Hàn Quốc - Xô Viết Nghệ Tĩnh,"121 Xô Viết Nghệ Tĩnh, P. 17",Quận Bình Thạnh,TP. HCM,Đang mở cửa,09:00 - 21:30,50.000đ - 150.000đ,7.3,669,7.6,7.5,7.4,7.2,6.7,Đồ ăn
Cháo Sườn Bé Hiền - Súp Cua & Bún Bò,"201/83 Nguyễn Xí, P. 26",Quận Bình Thạnh,TP. HCM,Đang mở cửa,07:00 - 23:59,5.000đ - 35.000đ,8.1,15,8.8,8.5,8.3,8.1,7.0,Đồ ăn
Cơm Gà Xối Mỡ 142 -  Lê Văn Duyệt,"26/16A Lê Văn Duyệt, P. 1",Quận Bình Thạnh,TP. HCM,Đang mở cửa,10:00 - 23:00,20.000đ - 35.000đ,5.1,3,6.3,6.3,5.7,4.0,3.3,Đồ ăn
Cơm Tấm Huyền - Đinh Tiên Hoàng,"Hẻm 95 Đinh Tiên Hoàng, P. 3",Quận Bình Thạnh,TP. HCM,Đang mở cửa,00:01 - 04:00 | 16:00 - 23:59,30.000đ - 45.000đ,6.0,68,6.5,6.4,6.1,5.6,5.2,Đồ ăn
Cơm Trộn 2 Cô - Xô Viết Nghệ Tĩnh,"294/63 Xô Viết Nghệ Tĩnh, P. 21",Quận Bình Thạnh,TP. HCM,Đang mở cửa,11:00 - 22:00,30.000đ - 50.000đ,6.5,282,6.7,6.7,6.3,6.3,6.2,Đồ ăn
Cơm Gà Nha Trang,313 Bùi Đình Túy,Quận Bình Thạnh,TP. HCM,,08:00 - 21:00,20.000đ - 40.000đ,6.7,38,7.5,7.3,6.7,6.7,5.6,Đồ ăn
Cơm Tấm Phúc Lộc Thọ - Nơ Trang Long,"478 Nơ Trang Long, P. 13",Quận Bình Thạnh,TP. HCM,Đang mở cửa,06:00 - 22:00,32.000đ - 139.000đ,7.4,13,7.7,7.7,7.7,7.2,6.9,Đồ ăn
"3 Râu - Gà Rán, Pizza & Trà Sữa - Xô Viết Nghệ Tĩnh","551 Xô Viết Nghệ Tĩnh, P. 26",Quận Bình Thạnh,TP. HCM,Đang mở cửa,10:00 - 22:00,20.000đ - 35.000đ,7.4,64,7.8,7.6,7.4,7.3,7.2,Đồ ăn
Nem Nướng D'ran Since 1968 - Healthy & Fresh - Nguyên Hồng,"112 Nguyên Hồng, P. 11",Quận Bình Thạnh,TP. HCM,Đang mở cửa,10:00 - 21:30,40.000đ - 70.000đ,8.0,83,8.3,8.1,8.0,7.9,7.7,Đồ ăn
Tré Trộn Cóc Giang Hoàng - Nguyên Hồng,"118 Nguyên Hồng, P. 11",Quận Bình Thạnh,TP. HCM,Đang mở cửa,11:00 - 22:00,10.000đ - 50.000đ,10.0,1,10.0,10.0,10.0,10.0,10.0,Đồ ăn
Busan Korean Food - Món Hàn Quốc - Đinh Tiên Hoàng,5 Đinh Tiên Hoàng,Quận Bình Thạnh,TP. HCM,Đang mở cửa,10:00 - 22:30,40.000đ - 150.000đ,6.9,548,7.2,7.2,6.9,6.7,6.7,Đồ ăn
"Hamburger Bò, Burger Và Sandwich GuChi - Nguyễn Gia Trí","69/52 Nguyễn Gia Trí, P. 25",Quận Bình Thạnh,TP. HCM,Đang mở cửa,00:01 - 23:59,10.000đ - 45.000đ,3.4,12,4.7,4.1,3.1,2.5,2.5,Đồ ăn
Gà Rán Popeyes - Nguyễn Gia Trí, 67-69 Nguyễn Gia Trí (Đường D2),Quận Bình Thạnh,TP. HCM,,10:00 - 21:00,40.000đ - 88.000đ,6.9,192,7.2,6.9,6.9,6.8,6.8,Đồ ăn
Cháo Trắng Hàng Xanh,"283 Xô Viết Nghệ Tĩnh, P. 25",Quận Bình Thạnh,TP. HCM,Đang mở cửa,13:00 - 23:59,15.000đ - 33.000đ,6.5,53,7.0,6.5,6.5,6.2,6.1,Đồ ăn
Ngọc Trâm - Nem Nướng & Bún Cá Nha Trang,"468 Lê Quang Định, P. 11",Quận Bình Thạnh,TP. HCM,Đang mở cửa,07:00 - 22:00,25.000đ - 55.000đ,6.7,21,7.4,6.8,6.6,6.5,6.1,Đồ ăn
Cô Hai Quán - Bún Cá Nha Trang & Nem Nướng Nha Trang - Nguyễn Gia Trí,"163 Nguyễn Gia Trí, P. 25",Quận Bình Thạnh,TP. HCM,Đang mở cửa,08:00 - 22:00,30.000đ - 120.000đ,8.4,3,9.3,9.0,9.0,7.3,7.3,Đồ ăn
Chè Mỹ - Nguyễn Văn Đậu,"168A Nguyễn Văn Đậu, P. 7",Quận Bình Thạnh,TP. HCM,Đang mở cửa,09:30 - 22:30,16.000đ - 33.000đ,6.1,59,6.5,6.3,6.2,6.2,5.5,Đồ ăn
Đạt Quán - Cháo Ếch Singapore,"660 Điện Biên Phủ, P. 22",Quận Bình Thạnh,TP. HCM,Đang mở cửa,00:01 - 02:00 | 16:00 - 23:59,15.000đ - 25.000đ,7.7,18,8.4,8.1,7.6,7.5,7.2,Đồ ăn
Gặm - Chân Gà Muối Sả Ớt,"8/10 Nguyễn Thiện Thuật, P. 24",Quận Bình Thạnh,TP. HCM,Đang mở cửa,11:00 - 22:00,45.000đ - 140.000đ,7.4,65,7.7,7.5,7.5,7.4,6.9,Đồ ăn
Kim Hương - Bún Bò Huế - Phan Văn Trị,"118 Phan Văn Trị, P. 12",Quận Bình Thạnh,TP. HCM,Đang mở cửa,06:15 - 22:00,10.000đ - 35.000đ,6.6,14,7.1,6.7,6.6,6.5,6.3,Đồ ăn
Kimbap FC - Món Ăn Hàn Quốc,"71/5 Điện Biên Phủ, P.15 ",Quận Bình Thạnh,TP. HCM,Đang mở cửa,09:00 - 21:35,25.000đ - 50.000đ,6.3,337,6.9,6.4,6.1,6.0,5.9,Đồ ăn
Busan Korean Food - Món Hàn Quốc - Nguyễn Gia Trí,"92 Nguyễn Gia Trí, P. 25",Quận Bình Thạnh,TP. HCM,Đang mở cửa,09:30 - 22:00,40.000đ - 150.000đ,6.1,11,6.8,6.2,5.9,5.9,5.6,Đồ ăn
Cơm Gà Xối Mỡ Thanh Được - Bạch Đằng,7 Bạch Đằng,Quận Bình Thạnh,TP. HCM,Đang mở cửa,11:00 - 23:00,35.000đ - 40.000đ,6.9,9,7.4,7.3,6.7,6.6,6.3,Đồ ăn
Henry Food - Bún Thái Cay & Lẩu - Ung Văn Khiêm,"31/40/6 Ung Văn Khiêm, P. 25",Quận Bình Thạnh,TP. HCM,Đang mở cửa,10:00 - 23:00,25.000đ - 30.000đ,10.0,1,10.0,10.0,10.0,10.0,10.0,Đồ ăn
Bún Đậu Mắm Tôm A Chảnh - Xô Viết Nghệ Tĩnh,"87 Xô Viết Nghệ Tĩnh, P. 17",Quận Bình Thạnh,TP. HCM,Đang mở cửa,10:00 - 22:00,9.000đ - 57.000đ,6.0,82,6.6,6.0,6.0,5.9,5.4,Đồ ăn
Hiền - Bánh Canh Cua,"395 Bùi Đình Túy, P. 14",Quận Bình Thạnh,TP. HCM,,07:30 - 21:00,25.000đ - 30.000đ,6.5,48,6.8,6.7,6.5,6.4,6.3,Đồ ăn
Bánh Mì Tô - Bò Kho & Xíu Mại & Lagu Gà  - Đường D5,"60 Đường D5, P. 25",Quận Bình Thạnh,TP. HCM,,07:00 - 21:00,,10.0,1,10.0,10.0,10.0,10.0,10.0,Đồ ăn
Bánh Cuốn Tây Sơn - Nguyễn Văn Thương,"37 Nguyễn Văn Thương, P. 25",Quận Bình Thạnh,TP. HCM,Đang mở cửa,07:30 - 22:30,25.000đ - 150.000đ,9.0,20,9.2,9.1,9.1,8.8,8.8,Đồ ăn
SaSin - Mì Cay 7 Cấp Độ Hàn Quốc - D2,"11 Đường D2, P. 25",Quận Bình Thạnh,TP. HCM,,08:00 - 21:30,50.000đ - 100.000đ,5.9,263,6.8,6.0,5.9,5.7,5.2,Đồ ăn
Gà Nướng Lu Việt Hương - Lê Quang Định,"449A3 Lê Quang Định, P. 5",Quận Bình Thạnh,TP. HCM,Đang mở cửa,00:01 - 00:30 | 09:00 - 23:59,90.000đ - 150.000đ,7.3,177,7.7,7.7,7.2,7.1,7.0,Đồ ăn
Quán Huế O Mân,"111 Đường D5, P. 25",Quận Bình Thạnh,TP. HCM,Đang mở cửa,07:00 - 22:00,25.000đ - 45.000đ,6.2,35,6.6,6.5,6.1,6.0,5.9,Đồ ăn
Mộc Vị Quán - Mì Quảng & Cơm Dĩa Nóng - Nguyễn Gia Trí,"160 Nguyễn Gia Trí, P. 25",Quận Bình Thạnh,TP. HCM,,08:30 - 21:00,39.000đ - 69.000đ,8.5,92,8.8,8.6,8.4,8.4,8.2,Đồ ăn
Bento Delichi - Cơm Gà Xối Mắm Tỏi & Xối Mỡ - Quận Bình Thạnh,"219/4 Ngô Tất Tố, P. 22",Quận Bình Thạnh,TP. HCM,,09:30 - 21:00,40.000đ - 50.000đ,7.2,4,8.8,8.5,6.8,6.3,5.8,Đồ ăn
Go79 Seafood - Gỏi Ốc & Cháo Hải Sản Nha Trang - Hoàng Hoa Thám,"94 Hoàng Hoa Thám, P. 7",Quận Bình Thạnh,TP. HCM,Đang mở cửa,15:00 - 22:00,25.000đ - 60.000đ,8.1,19,8.4,8.2,8.2,8.2,7.8,Đồ ăn
Kim Hương - Bún Bò Huế - Điện Biên Phủ,"568 Điện Biên Phủ, P. 22",Quận Bình Thạnh,TP. HCM,Đang mở cửa,06:30 - 22:00,34.000đ - 45.000đ,7.0,1,9.0,8.0,7.0,6.0,5.0,Đồ ăn
Trà Chanh Hotdog Hàng Xanh - 323 Điện Biên Phủ,"323 Điện Biên Phủ, P. 15",Quận Bình Thạnh,TP. HCM,Đang mở cửa,10:00 - 23:00,5.000đ - 10.000đ,7.3,93,7.8,7.6,7.2,7.0,6.8,Đồ ăn
Gà Rán KFC - Xô Viết Nghệ Tĩnh,"195 Xô Viết Nghệ Tĩnh, P. 17",Quận Bình Thạnh,TP. HCM,Đang mở cửa,09:00 - 22:00,50.000đ - 165.000đ,6.2,79,6.6,6.3,6.3,6.1,5.8,Đồ ăn
"Chang Hi - Chè Thốt Nốt, Chè Dừa Non & Chè Xoài Hong Kong - Nơ Trang Long","107 Nơ Trang Long, P. 11",Quận Bình Thạnh,TP. HCM,,08:00 - 12:00 | 13:00 - 18:00,28.000đ - 35.000đ,5.9,7,6.3,6.3,6.1,5.9,4.9,Đồ ăn
Xộp - Món Hến & Ốc - Hoàng Hoa Thám,"9/1A Hoàng Hoa Thám, P. 6",Quận Bình Thạnh,TP. HCM,Đang mở cửa,11:00 - 22:00,4.000đ - 80.000đ,8.8,4,8.8,8.8,8.8,8.8,8.8,Đồ ăn
Quán Phở Hiền - Xô Viết Nghệ Tĩnh,"452 Xô Viết Nghệ Tĩnh, P. 25",Quận Bình Thạnh,TP. HCM,,07:00 - 21:00,25.000đ - 40.000đ,7.5,7,8.1,8.0,7.7,7.0,6.7,Đồ ăn
Larva - Mì Cay & Ăn Vặt - Bạch Đằng,"322 Bạch Đằng, P. 14",Quận Bình Thạnh,TP. HCM,Đang mở cửa,09:00 - 23:30,15.000đ - 49.000đ,6.3,18,6.9,6.8,6.1,6.1,5.8,Đồ ăn
Súp Cua Ghiền - Phan Văn Hân,"184 Phan Văn Hân, P. 17",Quận Bình Thạnh,TP. HCM,,06:00 - 19:00,15.000đ - 30.000đ,7.0,3,7.0,7.0,7.0,7.0,7.0,Đồ ăn
Anh Cường Bakery - Bánh Cua Phô Mai - Nguyễn Văn Lạc,"32 Nguyễn Văn Lạc, P. 19",Quận Bình Thạnh,TP. HCM,Đang mở cửa,06:00 - 22:00,8.000đ - 250.000đ,6.9,27,7.2,7.2,7.1,6.7,6.5,Đồ ăn
Ngọc Hà - Bún Đậu Mắm Tôm - Lê Quang Định,"255 Lê Quang Định, P. 7",Quận Bình Thạnh,TP. HCM,Đang mở cửa,09:30 - 22:00,20.000đ - 55.000đ,7.5,77,7.8,7.7,7.7,7.3,6.9,Đồ ăn
"Cô Tư - Nui Sốt Bò Bằm, Mì Spaghetti & Cơm Chiên Bò Lúc Lắc - Chu Văn An","398 Chu Văn An, P. 12",Quận Bình Thạnh,TP. HCM,Đang mở cửa,05:00 - 23:59,10.000đ - 60.000đ,8.0,1,10.0,10.0,10.0,5.0,5.0,Đồ ăn
Trang - Bánh Mì & Xôi Mặn,"318 Xô Viết Nghệ Tĩnh, P. 25",Quận Bình Thạnh,TP. HCM,Đang mở cửa,00:01 - 08:00 | 16:30 - 23:59,12.000đ - 17.000đ,7.2,10,7.8,7.6,7.3,6.9,6.3,Đồ ăn
Bún Bò Huế & Bánh Bèo Huế - Hoàng Hoa Thám,"26A Hoàng Hoa Thám, P. 7",Quận Bình Thạnh,TP. HCM,,06:30 - 14:00 | 16:00 - 21:00,30.000đ - 50.000đ,6.5,3,7.7,6.7,6.3,6.0,5.7,Đồ ăn
"Tiểu An - Cá Viên Chiên, Bò Viên Chiên & Ăn Vặt","73/8 Vạn Kiếp, P. 3",Quận Bình Thạnh,TP. HCM,Đang mở cửa,00:01 - 02:00 | 05:00 - 23:59,6.000đ - 120.000đ,9.4,6,9.8,9.8,9.5,9.0,9.0,Đồ ăn
Thanh Trúc - Bánh Tráng Trộn,"306/9 Xô Viết Nghệ Tĩnh, P. 25",Quận Bình Thạnh,TP. HCM,Đang mở cửa,09:00 - 23:00,15.000đ - 20.000đ,5.5,7,6.0,5.9,5.7,5.6,4.4,Đồ ăn
Steak Bin & Pizza - Phan Văn Trị,"352K Phan Văn Trị, P. 11",Quận Bình Thạnh,TP. HCM,Đang mở cửa,09:00 - 22:10,5.000đ - 120.000đ,8.4,123,8.6,8.6,8.3,8.3,8.3,Đồ ăn
Bún Chả Hà Nội 1982 - Bạch Đằng,"72F Bạch Đằng, P. 24",Quận Bình Thạnh,TP. HCM,,07:00 - 19:30,13.000đ - 47.000đ,5.5,8,6.3,5.8,5.5,5.3,4.9,Đồ ăn
Con Gà Mái - Cơm Gà Phú Yên - Hoàng Hoa Thám,111 Hoàng Hoa Thám,Quận Bình Thạnh,TP. HCM,Đang mở cửa,07:00 - 22:00,10.000đ - 280.000đ,6.5,291,6.7,6.6,6.5,6.3,6.2,Đồ ăn
Chị Yến Đồ Chiên,"140/26/12 Điện Biên Phủ, P. 17",Quận Bình Thạnh,TP. HCM,Đang mở cửa,11:00 - 23:00,30.000đ - 50.000đ,9.8,8,10.0,10.0,10.0,9.9,9.3,Đồ ăn
The Pizza Company - Đường D2,"183 Nguyễn Gia Trí (Đường D2), P. 25",Quận Bình Thạnh,TP. HCM,Đang mở cửa,10:00 - 22:00,100.000đ - 300.000đ,7.4,43,7.7,7.4,7.4,7.3,7.1,Đồ ăn
Mì Xào Giòn - 111 Vạn Kiếp,111 Vạn Kiếp,Quận Bình Thạnh,TP. HCM,Đang mở cửa,16:30 - 22:00,2.000đ - 35.000đ,4.7,24,5.0,5.0,4.9,4.5,4.2,Đồ ăn
Tứ Hòa - Bánh Tráng Cuốn Thịt Heo - Nguyễn Gia Trí,"40 Nguyễn Gia Trí, P. 25",Quận Bình Thạnh,TP. HCM,Đang mở cửa,10:00 - 14:00 | 16:00 - 22:00,20.000đ - 200.000đ,6.3,46,6.9,6.3,6.3,6.2,5.9,Đồ ăn
"3 Râu - Gà Rán, Pizza & Trà Sữa - Bùi Đình Túy","183 Bùi Đình Túy, P. 24",Quận Bình Thạnh,TP. HCM,Đang mở cửa,09:00 - 23:00,12.000đ - 120.000đ,4.7,4,5.5,5.0,4.8,4.5,3.5,Đồ ăn
Hủ Tiếu Xoài Bảo Tiên - Hủ Tiếu Xoài - Ung Văn Khiêm,"31/35 Ung Văn Khiêm, P. 25",Quận Bình Thạnh,TP. HCM,Đang mở cửa,11:00 - 23:00,,9.6,1,10.0,10.0,10.0,9.0,9.0,Đồ ăn
The Pizza Company - Hoàng Hoa Thám,"10D Hoàng Hoa Thám, P. 7",Quận Bình Thạnh,TP. HCM,Đang mở cửa,10:00 - 22:00,40.000đ - 300.000đ,7.0,18,7.2,7.2,7.1,6.7,6.7,Đồ ăn
Xôi Gà Cô Vy,"4A/39 Đường D1, P. 25",Quận Bình Thạnh,TP. HCM,Đang mở cửa,06:30 - 23:00,20.000đ - 50.000đ,8.3,2,9.5,9.5,7.5,7.5,7.5,Đồ ăn
Mì Cay HaChi - Mì Cay & Lẩu - Xô Viết Nghệ Tĩnh,"643 Xô Viết Nghệ Tĩnh, P. 26",Quận Bình Thạnh,TP. HCM,Đang mở cửa,09:00 - 22:00,29.000đ - 320.000đ,9.8,108,9.9,9.9,9.9,9.9,9.4,Đồ ăn
Mì Vịt Tiềm Hữu Ký,"84 Nguyễn Văn Lạc, P. 19",Quận Bình Thạnh,TP. HCM,Đang mở cửa,06:00 - 23:59,25.000đ - 55.000đ,7.2,45,8.1,7.2,7.1,7.0,6.5,Đồ ăn
Vua Mì - Mì Bò Đài Loan - Phạm Văn Đồng,"336 Phạm Văn Đồng, P. 13",Quận Bình Thạnh,TP. HCM,Đang mở cửa,11:00 - 23:30,20.000đ - 40.000đ,8.8,2,9.5,9.0,9.0,9.0,7.5,Đồ ăn
Bánh Bạch Tuộc Takoyaki Sami - Nguyễn Cửu Vân,"4 Nguyễn Cửu Vân, P. 17",Quận Bình Thạnh,TP. HCM,,12:00 - 21:30,15.000đ - 80.000đ,7.1,103,7.7,7.6,7.2,6.9,6.3,Đồ ăn
Xô - Hải Sản Sốt Cajun - Nguyễn Gia Trí,"36/3A Nguyễn Gia Trí, P. 25",Quận Bình Thạnh,TP. HCM,Đang mở cửa,16:00 - 22:00,35.000đ - 350.000đ,7.2,5,7.6,7.6,7.0,6.8,6.8,Đồ ăn
Thành Đạt - Hủ Tiếu Nam Vang - Vạn Kiếp,"81D Vạn Kiếp, P. 3",Quận Bình Thạnh,TP. HCM,Đang mở cửa,00:01 - 23:59,49.000đ - 55.000đ,5.0,2,5.5,5.5,5.0,5.0,4.0,Đồ ăn
Đệ Nhất Quán - Bún Đậu Mắm Tôm,"309 Xô Viết Nghệ Tĩnh, P. 24",Quận Bình Thạnh,TP. HCM,Đang mở cửa,09:00 - 22:00,20.000đ - 100.000đ,9.2,6,9.5,9.3,9.3,9.2,8.5,Đồ ăn
Bánh Cá Taiyaki - Nguyễn Xí,"430 Nguyễn Xí, P. 13",Quận Bình Thạnh,TP. HCM,,15:00 - 21:00,10.000đ - 30.000đ,10.0,5,10.0,10.0,10.0,10.0,10.0,Đồ ăn
Tuyết - Quán Ốc 35K,"271 Nơ Trang Long, P. 13",Quận Bình Thạnh,TP. HCM,,14:00 - 20:00,30.000đ - 40.000đ,7.3,28,8.0,8.0,7.0,7.0,6.5,Đồ ăn
Hủ Tiếu Mực Ông Diệm - Xô Viết Nghệ Tĩnh,"710 Xô Viết Nghệ Tĩnh, P. 25",Quận Bình Thạnh,TP. HCM,Đang mở cửa,06:15 - 22:00,38.000đ - 63.000đ,8.5,4,8.8,8.5,8.5,8.3,8.3,Đồ ăn
Bánh Mì Hà Nội Phúc Vy - Bạch Đằng,"194 Bạch Đằng, P. 24",Quận Bình Thạnh,TP. HCM,Đang mở cửa,05:00 - 23:00,5.000đ - 160.000đ,9.8,54,9.9,9.9,9.9,9.8,9.5,Đồ ăn
Gỏi Cuốn - Ăn Vặt & Trà Sữa 35,35 Nguyễn Công Trứ,Quận Bình Thạnh,TP. HCM,Đang mở cửa,14:00 - 22:00,5.000đ - 15.000đ,7.6,3,8.0,7.7,7.7,7.3,7.3,Đồ ăn
Bột Chiên Bình Thạnh - Bột Chiên - Trần Văn Kỷ,"23/15 Trần Văn Kỷ (Cư Xá Trần Văn Kỷ), P. 14",Quận Bình Thạnh,TP. HCM,,06:00 - 21:45,,10.0,12,10.0,10.0,10.0,10.0,10.0,Đồ ăn
Sủi Cảo Gia Ý,"548/29 Điện Biên Phủ, P. 21",Quận Bình Thạnh,TP. HCM,Đang mở cửa,00:01 - 03:00 | 16:00 - 23:59,25.000đ - 45.000đ,8.9,8,9.5,9.5,9.1,8.3,8.3,Đồ ăn
Trà Chanh Hotdog Hàng Xanh - 335 Điện Biên Phủ,"335 Điện Biên Phủ, P. 15",Quận Bình Thạnh,TP. HCM,Đang mở cửa,10:00 - 22:00,5.000đ - 10.000đ,10.0,1,10.0,10.0,10.0,10.0,10.0,Đồ ăn
Bánh Sầu Riêng Nghìn Lớp MYP - Shop Online - Phan Bội Châu,"37 Phan Bội Châu, P. 14",Quận Bình Thạnh,TP. HCM,Đang mở cửa,08:00 - 22:00,35.000đ - 250.000đ,6.7,3,7.3,7.0,7.0,6.3,5.7,Đồ ăn
Cô Thúy - Bánh Tráng Trộn Muối Tỏi - 234/4/2 Nguyễn Văn Đậu,"234/4/2 Nguyễn Văn Đậu, P. 11",Quận Bình Thạnh,TP. HCM,,09:00 - 14:00,10.000đ - 20.000đ,9.9,3,10.0,10.0,10.0,10.0,9.7,Đồ ăn
Heo Quay Tây Bắc - Chợ Bà Chiểu,"339A Bùi Hữu Nghĩa, P. 1",Quận Bình Thạnh,TP. HCM,,15:00 - 20:00,,9.4,1,10.0,10.0,9.0,9.0,9.0,Đồ ăn
"Chân Gà, Gà Nướng & Cút Nướng","58B Ung Văn Khiêm, P. 25",Quận Bình Thạnh,TP. HCM,Đang mở cửa,00:01 - 03:00 | 12:00 - 23:59,5.000đ - 130.000đ,5.3,12,5.7,5.3,5.3,5.3,5.1,Đồ ăn
Hancook Korean Fast Food - Nguyễn Gia Trí,"123 Nguyễn Gia Trí, P. 25",Quận Bình Thạnh,TP. HCM,Đang mở cửa,09:00 - 22:00,10.000đ - 265.000đ,9.0,7,9.3,9.3,9.0,8.9,8.4,Đồ ăn
