Name,Street,District,Region,Status,Working hour,Price range,Rate Average,Review count,Rate Quality,Rate Price,Rate Location,Rate Service,Rate Space,Category
"Cơm Việt Nam - Cá Kho Tộ, Canh Chua Đầu Cá Lóc","285/11 Cách Mạng Tháng 8, P.12",Quận 10,TP. HCM,,17:30 - 21:00,20.000đ - 55.000đ,4.8,3,5.7,5.3,5.0,4.7,3.3,Cơm hộp
"Beno - Mì Ý, Bò Mỹ, Cơm Bò Hầm - Tô Hiến Thành","268 Tô Hiến Thành, P. 15",Quận 10,TP. HCM,Đang mở cửa,08:30 - 19:20,15.000đ - 50.000đ,4.8,11,5.6,5.0,4.7,4.6,3.8,Cơm hộp
Miến Phở Gà 43 Mạc Đĩnh Chi - Hồ Bá Kiện,25 Hồ Bá Kiện,Quận 10,TP. HCM,Đang mở cửa,06:00 - 21:00,25.000đ - 30.000đ,8.4,3,9.3,9.0,8.3,7.7,7.7,Cơm hộp
Cơm Niêu Nguyễn Công - Thành Thái,"93 Thành Thái, P. 14",Quận 10,TP. HCM,Đang mở cửa,10:00 - 22:00,50.000đ - 400.000đ,4.5,2,4.5,4.5,4.5,4.5,4.5,Cơm hộp
Tứ Quý - Cơm Gà Xối Mỡ,"2A2CC 830 Sư Vạnh Hạnh, P. 13",Quận 10,TP. HCM,Đang mở cửa,09:00 - 21:00,20.000đ - 35.000đ,6.6,4,7.5,7.0,6.3,6.0,6.0,Cơm hộp
Bếp Nhà Bà Xã - Điện Biên Phủ,"324/1 Điện Biên Phủ, P. 11",Quận 10,TP. HCM,Đang mở cửa,07:00 - 22:00,30.000đ - 80.000đ,7.3,31,7.6,7.4,7.4,7.1,7.0,Cơm hộp
Cô Ba - Cơm Gà Xối Mỡ - Chung Cư Ngô Gia Tự,"040 Lô M Chung Cư Ngô Gia Tự, Trần Nhân Tôn, P. 2",Quận 10,TP. HCM,Đang mở cửa,06:00 - 18:00,3.000đ - 30.000đ,6.0,10,6.5,6.4,5.9,5.7,5.6,Cơm hộp
Mango Story Saigon - Món Thái,"385 Sư Vạn Hạnh, P. 12",Quận 10,TP. HCM,Đang mở cửa,10:00 - 22:00,30.000đ - 90.000đ,7.4,90,7.5,7.5,7.5,7.4,7.1,Cơm hộp
Minh Phúc - Cơm Văn Phòng & Bún Thịt Nướng,"81 Bắc Hải, P. 15",Quận 10,TP. HCM,Đang mở cửa,08:00 - 20:00,25.000đ - 30.000đ,4.8,11,5.3,5.0,4.9,4.6,4.3,Cơm hộp
AKA House - Buffet Nướng & Lẩu Nhật Bản - Vạn Hạnh Mall,"09 Tầng 6 Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12",Quận 10,TP. HCM,,11:00 - 16:00,100.000đ - 300.000đ,6.3,221,6.9,6.5,6.2,6.1,5.9,Cơm hộp
SaSin - Mì Cay 7 Cấp Độ Hàn Quốc - Sư Vạn Hạnh,"776 Sư Vạn Hạnh, P. 12",Quận 10,TP. HCM,Đang mở cửa,09:00 - 22:00,50.000đ - 100.000đ,4.8,147,5.7,5.2,5.1,4.4,3.7,Cơm hộp
Bún Đậu Long Vân - Lẩu Cua Đồng,"67 Trường Sơn, P. 15",Quận 10,TP. HCM,Đang mở cửa,09:00 - 23:00,27.000đ - 210.000đ,7.5,11,7.6,7.6,7.6,7.4,7.2,Cơm hộp
Cô Ba - Bò Né & Nui Xào Bò,"26 Hồ Thị Kỷ, P. 1",Quận 10,TP. HCM,Đang mở cửa,06:00 - 18:30,25.000đ - 35.000đ,3.7,8,4.4,4.0,3.9,3.5,2.8,Cơm hộp
Cơm Cháy Kho Quẹt - Sư Vạn Hạnh,"226 Sư Vạn Hạnh, P. 2",Quận 10,TP. HCM,Đang mở cửa,07:00 - 22:00,5.000đ - 100.000đ,6.7,2,9.0,7.5,6.0,6.0,5.0,Cơm hộp
Quán Lệ - Cơm Sườn Nướng & Cơm Gà Nướng,"28 Trần Thiện Chánh, P. 12",Quận 10,TP. HCM,Đang mở cửa,09:00 - 21:00,30.000đ - 40.000đ,6.4,27,6.8,6.7,6.3,6.1,5.9,Cơm hộp
Lệ Quy Nhơn - Bún Chả Cá,"8 - 10 Đồng Nai, P. 15",Quận 10,TP. HCM,Đang mở cửa,06:00 - 22:00,25.000đ - 77.000đ,6.0,89,6.5,6.2,6.0,5.9,5.1,Cơm hộp
Thanh Trúc - Lẩu Cá,"473 Tô Hiến Thành, P. 14",Quận 10,TP. HCM,,15:00 - 21:00,70.000đ - 220.000đ,6.4,54,7.1,6.8,6.4,6.0,5.7,Cơm hộp
Ăn Vặt Su Xoắn - Shop Online,"285/21 Cách Mạng Tháng 8, P. 12",Quận 10,TP. HCM,Đang mở cửa,09:30 - 21:00,20.000đ - 30.000đ,6.1,27,6.7,6.3,5.9,5.8,5.7,Cơm hộp
Lotteria - Ba Tháng Hai,"572A Đường 3 Tháng 2, P. 14",Quận 10,TP. HCM,Đang mở cửa,08:00 - 22:00,30.000đ - 77.000đ,6.3,43,7.0,6.4,6.4,6.1,5.4,Cơm hộp
Cửa Hàng Bánh Tráng Tỏi Sạch - Shop Online,"528/25/14 Điện Biên Phủ, P. 11",Quận 10,TP. HCM,Đang mở cửa,09:00 - 21:00,10.000đ - 30.000đ,8.9,3,10.0,9.7,9.3,9.0,6.7,Cơm hộp
Beefsteak 015,"002-013-015 Lô F Chung Cư Ấn Quang, Bà Hạt, P. 9",Quận 10,TP. HCM,Đang mở cửa,08:00 - 21:00,25.000đ - 35.000đ,8.0,9,8.7,8.2,7.9,7.8,7.7,Cơm hộp
Tiệm Ăn Hội Phố - Mỳ Quảng & Cao Lầu,"457/1 Cách Mạng Tháng 8, P. 13",Quận 10,TP. HCM,Đang mở cửa,09:00 - 14:00 | 16:00 - 21:00,,7.2,1,8.0,8.0,7.0,7.0,6.0,Cơm hộp
Quán Chay Ưu Đàm Hoa,"133/11 Hòa Hưng, P. 12",Quận 10,TP. HCM,Đang mở cửa,06:30 - 14:00,12.000đ - 35.000đ,9.3,10,9.5,9.4,9.4,9.3,9.1,Cơm hộp
Papaxốt - Sư Vạn Hạnh,758-760 Sư Vạn Hạnh,Quận 10,TP. HCM,Đang mở cửa,09:30 - 21:30,27.000đ - 150.000đ,7.2,107,7.9,7.5,7.1,7.1,6.5,Cơm hộp
Bánh Mì Hà Nội - 607A Cách Mạng Tháng 8,"607A Cách Mạng Tháng 8, P. 15",Quận 10,TP. HCM,Đang mở cửa,05:30 - 23:45,13.000đ - 280.000đ,7.6,5,8.2,8.0,7.6,7.2,7.0,Cơm hộp
Trúc Lâm Bồ Đề Quán Chay,"199 Nguyễn Lâm, P. 6",Quận 10,TP. HCM,Đang mở cửa,06:00 - 19:30,26.000đ - 36.000đ,2.6,1,5.0,5.0,1.0,1.0,1.0,Cơm hộp
Thuyền Tịnh - Quán Chay,334 Nguyễn Duy Dương,Quận 10,TP. HCM,Đang mở cửa,08:30 - 21:00,20.000đ - 35.000đ,8.2,2,8.5,8.5,8.5,8.5,7.0,Cơm hộp
Quán 493 - Cơm Gà & Cơm Bình Dân,"493/5 Cách Mạng Tháng 8, P. 13",Quận 10,TP. HCM,Đang mở cửa,09:00 - 20:00,29.000đ - 35.000đ,7.6,1,8.0,8.0,8.0,8.0,6.0,Cơm hộp
Tuấn Anh - Bánh Mì Hà Nội - Cao Thắng,"232A Cao Thắng, P. 12",Quận 10,TP. HCM,Đang mở cửa,00:01 - 23:59,12.000đ - 280.000đ,5.3,2,6.5,6.0,6.0,4.0,4.0,Cơm hộp
Bia Tiệp Lan Anh,291 Cách Mạng Tháng 8,Quận 10,TP. HCM,Đang mở cửa,07:00 - 22:00,33.000đ - 700.000đ,7.7,25,8.1,8.0,7.7,7.3,7.2,Cơm hộp
Cơm Tấm Thành Công - Tô Hiến Thành,"131/50 Tô Hiến Thành, P. 13",Quận 10,TP. HCM,Đang mở cửa,00:01 - 23:59,32.000đ - 65.000đ,2.3,4,3.3,3.0,2.0,2.0,1.0,Cơm hộp
Nha Trang - Cafe & Bún Chả Cá,"7A/78 Thành Thái, P. 14",Quận 10,TP. HCM,Đang mở cửa,07:00 - 22:00,15.000đ - 33.000đ,7.2,26,7.9,7.7,7.2,6.8,6.5,Cơm hộp
Bún Đậu Mẹt Hà Thành - Lê Hồng Phong,"839/12 Lê Hồng Phong, P. 12",Quận 10,TP. HCM,Đang mở cửa,09:00 - 22:00,20.000đ - 50.000đ,7.2,15,7.7,7.6,7.1,6.9,6.8,Cơm hộp
Cơm Tấm Cô Hoa - Vĩnh Viễn,"291 Vĩnh Viễn, P. 5",Quận 10,TP. HCM,Đang mở cửa,10:00 - 22:00,18.000đ - 22.000đ,6.1,17,6.8,6.7,6.0,5.6,5.2,Cơm hộp
Bếp Chay Vu Lan Quán - Cơm Tấm Chay,"246-21B Hoà Hưng, Đường Hoà Hưng, P. 13",Quận 10,TP. HCM,Đang mở cửa,06:30 - 12:30,16.000đ - 53.000đ,7.1,3,7.7,7.0,7.0,7.0,6.7,Cơm hộp
"Thằng Đậu - Bún Bò, Lẩu Bò & Cơm","566 Sư Vạn Hạnh, P. 10",Quận 10,TP. HCM,Đang mở cửa,06:00 - 23:00,30.000đ - 350.000đ,6.3,12,7.1,6.8,6.3,6.1,5.6,Cơm hộp
Xôi Chè Cô Phụng,"51/3 Hồ Thị Kỷ, P. 1",Quận 10,TP. HCM,Đang mở cửa,09:00 - 18:00,10.000đ - 15.000đ,7.9,2,9.0,8.0,7.5,7.5,7.5,Cơm hộp
Nhà Hàng Hải Sản Phi Phố Biển,16A Góc Cao Thắng Nối Dài,Quận 10,TP. HCM,Đang mở cửa,10:00 - 23:00,150.000đ - 330.000đ,6.7,41,7.2,7.2,7.1,6.2,6.0,Cơm hộp
Cơm Trưa Văn Phòng 668,668 Sư Vạn Hạnh,Quận 10,TP. HCM,,18:00 - 22:00,20.000đ - 30.000đ,6.9,2,7.5,7.0,7.0,6.5,6.5,Cơm hộp
Bánh Canh Cua Gánh - Bắc Hải,"25 Bắc Hải, P. 15",Quận 10,TP. HCM,Đang mở cửa,07:00 - 23:00,10.000đ - 89.000đ,4.7,13,5.4,4.9,4.5,4.5,4.2,Cơm hộp
Mộc Quán - Bún Mọc Gà Ta,"384/38 Lý Thái Tổ, P. 10",Quận 10,TP. HCM,Đang mở cửa,06:00 - 12:00,30.000đ - 45.000đ,8.5,2,9.5,9.5,9.5,9.0,5.0,Cơm hộp
Phở Bắc Hải Gia Truyền - Thành Thái,"7B/27/7 Thành Thái, P. 14",Quận 10,TP. HCM,Đang mở cửa,06:00 - 23:30,20.000đ - 30.000đ,7.3,12,7.7,7.6,7.3,7.1,6.9,Cơm hộp
Quán Chay Bình An,"49 Ngô Quyền, P. 6",Quận 10,TP. HCM,Đang mở cửa,07:00 - 21:30,20.000đ - 28.000đ,6.7,50,7.0,6.9,6.8,6.8,6.0,Cơm hộp
Gangnam Topokki Buffet,"714 Sư Vạn Hạnh, P. 12",Quận 10,TP. HCM,Đang mở cửa,10:00 - 22:00,65.000đ - 65.000đ,5.7,16,6.5,6.4,5.4,5.4,5.1,Cơm hộp
Phở Bi Sắt - Châu Thới,"A5 Châu Thới, P. 15",Quận 10,TP. HCM,Đang mở cửa,06:00 - 21:00,35.000đ - 50.000đ,9.2,1,10.0,10.0,10.0,8.0,8.0,Cơm hộp
Tấn Tài - Cơm Gà Xối Mỡ,"285/101 Cách Mạng Tháng 8, P. 12",Quận 10,TP. HCM,Đang mở cửa,09:30 - 23:00,10.000đ - 40.000đ,7.2,1,9.0,8.0,7.0,6.0,6.0,Cơm hộp
Bánh Mì Hà Nội - Đức Chinh - Shop Online,"23 Đồng Nai, P. 15",Quận 10,TP. HCM,Đang mở cửa,05:30 - 23:30,15.000đ - 30.000đ,8.3,2,9.0,8.5,8.5,8.0,7.5,Cơm hộp
Lệ Hà Nội - Bánh Mì & Xôi,"42 - 44 Thành Thái, P. 12",Quận 10,TP. HCM,Đang mở cửa,05:30 - 22:30,15.000đ - 33.000đ,6.6,25,7.0,6.8,6.7,6.2,6.0,Cơm hộp
"Cơm Niêu Mì Quảng Gốc - Cơm Niêu , Mì Quảng - 856 Sư Vạn Hạnh","856 Sư Vạn Hạnh, P. 12",Quận 10,TP. HCM,Đang mở cửa,09:00 - 21:00,30.000đ - 50.000đ,6.2,12,7.2,6.3,6.1,5.8,5.7,Cơm hộp
"NHỚ QUÁN - BÁNH HỎI, BÁNH ƯỚT & CƠM","601/25/9 Cách Mạng Tháng 8, P. 15",Quận 10,TP. HCM,Đang mở cửa,08:00 - 21:00,20.000đ - 50.000đ,1.0,1,1.0,1.0,1.0,1.0,1.0,Cơm hộp
Bún Đậu A Sầm,"328 Cao Thắng (Nối Dài), P. 12",Quận 10,TP. HCM,Đang mở cửa,10:00 - 22:00,8.000đ - 225.000đ,8.2,1,9.0,9.0,8.0,8.0,7.0,Cơm hộp
Cát Cúc – Nóng Ngon Như Cơm Nhà – 760 Sư Vạn Hạnh,"760 Sư Vạn Hạnh, P. 12",Quận 10,TP. HCM,Đang mở cửa,09:00 - 21:00,9.000đ - 79.000đ,10.0,1,10.0,10.0,10.0,10.0,10.0,Cơm hộp
Lẩu Mắm Bà Dú - Cao Thắng,"322 - 324 Cao Thắng, P. 12 ",Quận 10,TP. HCM,Đang mở cửa,10:00 - 22:00,160.000đ - 264.000đ,6.1,64,6.7,6.2,6.1,6.0,5.6,Cơm hộp
Cơm Tấm Sườn Bì Chả 008," 008 Lô E, Chung Cư Ấn Quang, P. 9",Quận 10,TP. HCM,Đang mở cửa,06:00 - 14:00,45.000đ - 45.000đ,8.8,1,10.0,10.0,9.0,8.0,7.0,Cơm hộp
Vajra - Nhà Hàng Chay," 711 Lê Hồng Phong, P. 12",Quận 10,TP. HCM,Đang mở cửa,07:00 - 23:00,25.000đ - 150.000đ,7.0,131,7.5,7.2,7.0,7.0,6.3,Cơm hộp
Sky Garden - BBQ & Hot Pot - 3 Tháng 2,"504 - 506 Đường 3 Tháng 2, P. 14",Quận 10,TP. HCM,Đang mở cửa,10:00 - 23:00,50.000đ - 594.000đ,7.7,37,7.8,7.7,7.7,7.7,7.4,Cơm hộp
Quán Cơm Lan Anh,93 Bắc Hải,Quận 10,TP. HCM,Đang mở cửa,10:00 - 20:00,25.000đ - 44.000đ,5.6,14,6.1,6.0,5.6,5.0,5.0,Cơm hộp
Lavida - Mì Cay & Cơm Gà - Sư Vạn Hạnh,"509 Sư Vạn Hạnh, P. 12",Quận 10,TP. HCM,Đang mở cửa,08:30 - 22:30,30.000đ - 90.000đ,7.0,5,8.4,7.8,7.0,6.4,5.4,Cơm hộp
Chè Cô Có,"51 Sạp 1D Chợ Lê Hồng Phong, Lê hồng Phong, P. 1",Quận 10,TP. HCM,Đang mở cửa,06:00 - 14:00,10.000đ - 30.000đ,6.0,31,6.3,6.2,6.1,6.0,5.6,Cơm hộp
Cơm Chay Bà Hạt,"390 Bà Hạt, P. 8",Quận 10,TP. HCM,Đang mở cửa,07:00 - 22:00,15.000đ - 55.000đ,6.8,2,7.0,7.0,7.0,6.5,6.5,Cơm hộp
Cơm Tấm Ty 236 - Vĩnh Viễn,236 Vĩnh Viễn,Quận 10,TP. HCM,,06:30 - 11:00,25.000đ - 30.000đ,8.6,1,9.0,9.0,9.0,9.0,7.0,Cơm hộp
Quán Cơm 2 Đô,"63 CT Tam Đảo, P. 15",Quận 10,TP. HCM,Đang mở cửa,10:00 - 14:00,25.000đ - 40.000đ,9.6,1,10.0,10.0,10.0,10.0,8.0,Cơm hộp
Quán 122 - Cơm Gà Xối Mỡ & Bún Thái,"122A Tô Hiến Thành, P. 15",Quận 10,TP. HCM,Đang mở cửa,06:00 - 22:00,30.000đ - 35.000đ,4.0,2,4.0,4.0,4.0,4.0,4.0,Cơm hộp
Cơm Gà Thái Tâm & Bún Bò Huế - Cáng Mạng Tháng 8,"493A/170A1 Cách Mạng Tháng 8, P. 13",Quận 10,TP. HCM,Đang mở cửa,10:00 - 19:00,30.000đ - 50.000đ,9.4,35,9.7,9.7,9.4,9.1,8.9,Cơm hộp
Cơm Trộn Đài Loan Ba Quân,"402/6 Hòa Hảo, P. 5",Quận 10,TP. HCM,Đang mở cửa,10:00 - 14:00 | 16:00 - 20:00,15.000đ - 55.000đ,9.6,1,10.0,10.0,10.0,9.0,9.0,Cơm hộp
Cô Phượng - Cơm Tấm - Hẻm 193 Bà Hạt,"012 Lô E Chung Cư Ấn Quang, Bà Hạt, P. 9",Quận 10,TP. HCM,Đang mở cửa,06:30 - 14:00,10.000đ - 43.000đ,5.4,1,7.0,5.0,5.0,5.0,5.0,Cơm hộp
Chị Út - Cơm Tấm & Bún Thịt Nướng,"493/23 Cách Mạng Tháng 8, P. 13",Quận 10,TP. HCM,Đang mở cửa,06:00 - 15:00,30.000đ - 35.000đ,5.1,2,5.5,5.0,5.0,5.0,5.0,Cơm hộp
Quán Cơm Ngon - Trường Sơn,"G3 Trường Sơn, P. 15",Quận 10,TP. HCM,Đang mở cửa,09:00 - 14:00,15.000đ - 25.000đ,7.6,1,8.0,8.0,8.0,7.0,7.0,Cơm hộp
Cafe & Cơm Văn Phòng - Lý Thường Kiệt,"128 Lý Thường Kiệt, P. 7",Quận 10,TP. HCM,Đang mở cửa,07:00 - 20:00,30.000đ - 175.000đ,7.4,1,9.0,8.0,7.0,7.0,6.0,Cơm hộp
Smile - Bún Thịt Xào & Cơm Trưa Văn Phòng - Nguyễn Chí Thanh,"266 Nguyễn Chí Thanh, P. 5",Quận 10,TP. HCM,Đang mở cửa,06:30 - 14:00,25.000đ - 40.000đ,8.2,1,9.0,8.0,8.0,8.0,8.0,Cơm hộp
Cơm Trộn Đệ Nhất - Cao Thắng,"190 Cao Thắng, P. 11",Quận 10,TP. HCM,Đang mở cửa,10:00 - 20:00,10.000đ - 500.000đ,5.0,1,5.0,5.0,5.0,5.0,5.0,Cơm hộp
"Bon - Phở, Bún Bò & Sữa Chua Nếp Cẩm","10 Lô C Tầng Trệt, Chung Cư Ấn Quang, Hẻm 193 Bà Hạt, P. 9",Quận 10,TP. HCM,Đang mở cửa,06:00 - 22:00,7.000đ - 60.000đ,6.0,1,9.0,7.0,5.0,5.0,4.0,Cơm hộp
Bún Cá Sứa,468 Bà Hạt,Quận 10,TP. HCM,Đang mở cửa,07:00 - 22:00,25.000đ - 50.000đ,6.1,3,6.3,6.3,6.0,6.0,5.7,Cơm hộp
Bánh Mì Thị Hồng Sơn,438/44 Lê Hồng Phong,Quận 10,TP. HCM,Đang mở cửa,06:00 - 22:00,15.000đ - 15.000đ,8.8,1,10.0,10.0,10.0,9.0,5.0,Cơm hộp
Cơm Gà Xối Mỡ Ánh Vy - 123A Bà Hạt,"123A Bà Hạt, P. 9",Quận 10,TP. HCM,Đang mở cửa,10:30 - 13:30 | 16:00 - 22:00,25.000đ - 45.000đ,7.8,3,8.0,8.0,7.7,7.7,7.7,Cơm hộp
"Kim Hoàng - Bánh Ngọt, Chuối Nếp Nướng & Chuối Chưng","030 Lô M Chung Cư Ngô Gia Tự, Hòa Hảo, P. 2",Quận 10,TP. HCM,Đang mở cửa,06:00 - 18:00,15.000đ - 65.000đ,8.3,3,9.3,9.0,8.7,8.0,6.3,Cơm hộp
Cơm Tấm Trang - Ngô Gia Tự,"009 Lô F Chung Cư Ngô Gia Tự, P. 03",Quận 10,TP. HCM,Đang mở cửa,07:00 - 14:00 | 18:00 - 22:00,25.000đ - 55.000đ,2.0,1,4.0,3.0,1.0,1.0,1.0,Cơm hộp
Cơm Gà Đông Nguyên - Nguyễn Trãi,"801 Nguyễn Trãi, P. 14",Quận 5,TP. HCM,Đang mở cửa,10:00 - 20:00,50.000đ - 80.000đ,6.4,89,6.9,6.8,6.5,6.4,5.5,Cơm hộp
Cơm Tấm Sà Bì Chưởng - Trần Bình Trọng,"179 Trần Bình Trọng, P.3",Quận 5,TP. HCM,Đang mở cửa,10:00 - 22:00,,6.4,32,7.3,6.8,6.5,6.2,5.4,Cơm hộp
Cơm Tấm 419 - Cơm Sườn Nướng & Sườn Cọng - An Dương Vương,"419 An Dương Vương, P. 3",Quận 5,TP. HCM,Đang mở cửa,07:00 - 21:30,30.000đ - 40.000đ,5.9,28,7.0,6.1,6.0,5.2,5.0,Cơm hộp
Thân Thiệu Nhiên - Vịt Quay Sốt Tiêu Xanh Hong Kong,"105A Ngô Quyền, P. 11",Quận 5,TP. HCM,Đang mở cửa,06:00 - 21:30,3.000đ - 290.000đ,7.8,76,8.0,8.0,7.9,7.7,7.3,Cơm hộp
Quán Ăn Maika - Bún Thái & Cơm Trộn,"528 Nguyễn Trãi, P. 8",Quận 5,TP. HCM,Đang mở cửa,10:00 - 22:00,15.000đ - 55.000đ,6.7,298,7.0,6.8,6.8,6.5,6.3,Cơm hộp
Lotteria - Nguyễn Tri Phương,114 Trần Hưng Đạo,Quận 5,TP. HCM,Đang mở cửa,08:30 - 22:00,30.000đ - 88.000đ,5.5,30,6.0,5.8,5.5,5.2,5.1,Cơm hộp
Bánh Bao Thọ Phát - Nguyễn Tri Phương,"78 Nguyễn Tri Phương, P. 7",Quận 5,TP. HCM,Đang mở cửa,05:00 - 22:00,15.000đ - 33.000đ,6.8,511,7.4,7.3,6.9,6.2,6.2,Cơm hộp
HP Cơm Tấm,"136B Nguyễn Tri Phương, P. 9",Quận 5,TP. HCM,Đang mở cửa,06:30 - 22:00,30.000đ - 50.000đ,5.4,21,6.0,5.7,5.5,5.1,4.9,Cơm hộp
Xôi Xéo Hà Nội,"63/38 Nguyễn Biểu, P. 1",Quận 5,TP. HCM,Đang mở cửa,08:00 - 20:00,10.000đ - 35.000đ,7.1,27,7.8,7.4,7.3,6.9,6.3,Cơm hộp
Lù Đù - Cơm Bò Bulgogi & Bánh Bò Kho,"646F Nguyễn Trãi, P. 11",Quận 5,TP. HCM,Đang mở cửa,07:00 - 21:30,12.000đ - 180.000đ,9.7,53,9.8,9.8,9.8,9.6,9.4,Cơm hộp
Cháo Lòng Tân Hiệp,"1 Mạc Thiên Tích, P. 11, Q. 5",Quận 5,TP. HCM,Đang mở cửa,05:30 - 20:00,15.000đ - 30.000đ,7.4,8,8.0,7.6,7.4,7.0,7.0,Cơm hộp
Bánh Mì Gà An An - Nguyễn Trãi,"593 Nguyễn Trãi, P. 7",Quận 5,TP. HCM,Đang mở cửa,06:00 - 14:00,7.000đ - 30.000đ,7.5,45,8.0,7.7,7.5,7.4,6.9,Cơm hộp
TAISOT Mì Ý 29K - Võ Văn Kiệt,"840 Võ Văn Kiệt, P. 5",Quận 5,TP. HCM,,16:00 - 22:00,5.000đ - 75.000đ,7.9,22,8.2,8.1,8.0,7.9,7.6,Cơm hộp
Xôi Lá Chuối - Trần Hưng Đạo,"900 Trần Hưng Đạo, P. 7",Quận 5,TP. HCM,Đang mở cửa,07:00 - 22:00,10.000đ - 17.000đ,7.0,84,7.5,7.4,7.1,6.5,6.4,Cơm hộp
Cơm Gà Vịt Xối Mỡ Dách Lòu - Nguyễn Kim,"33 Nguyễn Kim, P. 12",Quận 5,TP. HCM,Đang mở cửa,08:00 - 22:00,20.000đ - 80.000đ,7.6,2,9.0,8.5,7.5,7.5,5.5,Cơm hộp
Cô Hai Quán - Nui Xào Bò & Mì Xào Bò,"46 An Điềm, P. 10",Quận 5,TP. HCM,Đang mở cửa,06:30 - 12:00,,9.8,1,10.0,10.0,10.0,10.0,9.0,Cơm hộp
Bàu Sen - Bánh Tráng Tây Ninh,"192/30C Nguyễn Trãi, P. 3",Quận 5,TP. HCM,Đang mở cửa,09:00 - 22:00,10.000đ - 15.000đ,8.5,8,9.1,9.1,8.9,8.3,7.1,Cơm hộp
Sushi Cô Chủ Hoa Mai - 550 Trần Hưng Đạo,"550 Trần Hưng Đạo, P. 2",Quận 5,TP. HCM,Đang mở cửa,10:00 - 22:00,10.000đ - 580.000đ,8.9,40,9.3,9.0,8.8,8.8,8.7,Cơm hộp
Gà Rán KFC - Ngô Quyền,"99 Ngô Quyền, P. 11",Quận 5,TP. HCM,Đang mở cửa,09:00 - 22:00,50.000đ - 110.000đ,5.9,31,6.5,6.1,5.9,5.7,5.5,Cơm hộp
Cơm Tấm 449 An Dương Vương,"449 An Dương Vương, P. 3",Quận 5,TP. HCM,,06:00 - 11:00 | 16:00 - 21:00,22.000đ - 44.000đ,5.4,11,6.6,5.5,5.3,4.9,4.6,Cơm hộp
Pizza Hut - Nguyễn Trãi,264-266 Nguyễn Trãi,Quận 5,TP. HCM,Đang mở cửa,10:00 - 21:30,150.000đ - 330.000đ,7.3,289,7.6,7.5,7.3,7.1,6.9,Cơm hộp
Opla Inox - Châu Văn Liêm,67 Châu Văn Liêm,Quận 5,TP. HCM,Đang mở cửa,06:00 - 13:00,45.000đ - 55.000đ,7.0,74,7.6,7.2,6.9,6.7,6.7,Cơm hộp
Chay Giác Ngộ - Món Chay - Hùng Vương,"213A Hùng Vương, P. 9",Quận 5,TP. HCM,Đang mở cửa,09:00 - 21:00,20.000đ - 85.000đ,8.3,20,8.9,8.5,8.1,8.1,7.9,Cơm hộp
Lão Mã - Gà Hấp Muối,418/3E Trần Phú,Quận 5,TP. HCM,Đang mở cửa,09:00 - 13:30 | 15:30 - 19:30,40.000đ - 150.000đ,6.9,76,7.8,7.0,6.8,6.5,6.3,Cơm hộp
Osaka - Cơm Thố Nhật Bản,"64 Nguyễn Thời Trung, P. 6",Quận 5,TP. HCM,Đang mở cửa,11:00 - 22:00,30.000đ - 50.000đ,6.8,687,7.5,7.3,6.6,6.5,6.1,Cơm hộp
Laikee - Mì Hoành Thánh,"69 Ngô Quyền, P. 11",Quận 5,TP. HCM,Đang mở cửa,06:30 - 22:00,2.000đ - 50.000đ,7.0,55,7.3,7.3,6.9,6.8,6.8,Cơm hộp
Gà Nướng Phi Long - Nguyễn Biểu,"249 Nguyễn Biểu, P. 2",Quận 5,TP. HCM,Đang mở cửa,08:30 - 21:30,70.000đ - 110.000đ,6.3,55,6.7,6.6,6.2,6.1,6.0,Cơm hộp
Cơm Sườn Anh,"57A Trần Bình Trọng, P. 1",Quận 5,TP. HCM,Đang mở cửa,06:00 - 22:00,35.000đ - 75.000đ,7.7,10,8.4,8.1,7.6,7.4,6.8,Cơm hộp
Pepper Lunch Express - Parkson Hùng Vương,"Tầng 3 Parkson Hùng Vương, 126 Hùng Vương, P. 12",Quận 5,TP. HCM,Đang mở cửa,10:00 - 22:00,50.000đ - 200.000đ,7.5,20,8.4,7.7,7.7,6.9,6.8,Cơm hộp
Cơm Tấm Cali - Nguyễn Chí Thanh,"125 Nguyễn Chí Thanh, P. 9",Quận 5,TP. HCM,Đang mở cửa,07:30 - 20:15,25.000đ - 66.000đ,7.0,128,7.7,7.2,7.0,6.8,6.2,Cơm hộp
Tiệm Chay Tường Viên - Huỳnh Mẫn Đạt,"58 - 62 Huỳnh Mẫn Đạt, P. 2",Quận 5,TP. HCM,Đang mở cửa,06:00 - 21:00,20.000đ - 55.000đ,6.2,27,6.8,6.4,6.2,6.1,5.8,Cơm hộp
Lotteria - Châu Văn Liêm,"67 Vạn Kiếp, P. 13",Quận 5,TP. HCM,Đang mở cửa,08:30 - 22:00,30.000đ - 88.000đ,6.5,25,7.1,6.6,6.4,6.2,5.9,Cơm hộp
"Huỳnh Gia - Bánh Mì, Vịt Quay & Heo Quay - Hồng Bàng",255 Hồng Bàng,Quận 5,TP. HCM,Đang mở cửa,06:00 - 21:00,3.000đ - 25.000đ,7.1,63,7.9,7.8,7.1,6.9,5.9,Cơm hộp
Quán Ăn Phúc Lộc Ký,"78/1B An Dương Vương, P. 9",Quận 5,TP. HCM,Đang mở cửa,11:00 - 21:00,30.000đ - 80.000đ,10.0,1,10.0,10.0,10.0,10.0,10.0,Cơm hộp
